CustomerID,churn_probability,churn_risk_label,churned
10894,0.00025578294,Low,0
10895,9.5599884e-05,Low,0
10896,0.00011738988,Low,0
10897,0.00042721056,Low,0
10898,0.0024411099,Low,0
10899,0.00022761342,Low,0
10900,0.0011088697,Low,0
10901,0.00035442805,Low,0
10902,0.0013681971,Low,0
10903,0.04674022,Low,0
10904,0.00025104004,Low,0
10905,0.00033583082,Low,0
10906,9.195653e-05,Low,0
10907,0.001855263,Low,0
10908,0.00052149786,Low,0
10909,0.00023230466,Low,0
10910,0.002776867,Low,0
10911,0.09538816,Low,0
10912,0.0006599919,Low,0
10913,0.005810655,Low,0
10914,0.00017256217,Low,0
10915,0.0001926049,Low,0
10916,0.00064659264,Low,0
10917,0.00013268023,Low,0
10918,0.00063428807,Low,0
10919,9.882189e-05,Low,0
10920,0.0072867977,Low,0
10921,5.2600433e-05,Low,0
10922,0.00013318904,Low,0
10923,0.00019315092,Low,0
10924,0.00028910162,Low,0
10925,0.00017985934,Low,0
10926,0.000851095,Low,0
